Estado;Cidade;Transportadora;Parça (Sim/Não)
PR;Congonhinhas;E S L KOSLYK CO;Sim
PR;Conselheiro Mairinck;MG - DOMINALOG;Não
PR;Santo Antônio da Platina;E S L KOSLYK CO;Sim
PR;São Jorge do Ivaí;MG - DOMINALOG;Não
PR;Corbélia;MG - DOMINALOG;Não
PR;Coronel Domingos Soares;MG - DOMINALOG;Não
PR;Coronel Vivida;MG - DOMINALOG;Não
PR;Corumbataí do Sul;E S L KOSLYK CO;Sim
PR;Mangueirinha;MG - DOMINALOG;Não
PR;Cruz Machado;MG - DOMINALOG;Não
PR;Cruzeiro do Iguaçu;MG - DOMINALOG;Não
PR;Uraí;E S L KOSLYK CO;Sim
PR;Cruzeiro do Sul;MG - DOMINALOG;Não
PR;Cruzmaltina;MG - DOMINALOG;Não
PR;Curitiba;LOGME - TRANSPO;Sim
PR;Diamante D'Oeste;MG - DOMINALOG;Não
PR;Diamante do Norte;E S L KOSLYK CO;Sim
PR;Diamante do Sul;MG - DOMINALOG;Não
PR;Quitandinha;MG - DOMINALOG;Não
PR;São João;MG - DOMINALOG;Não
PR;Dois Vizinhos;MG - DOMINALOG;Não
PR;Mallet;MG - DOMINALOG;Não
PR;Douradina;E S L KOSLYK CO;Sim
PR;São Jorge D'Oeste;MG - DOMINALOG;Não
PR;Doutor Camargo;E S L KOSLYK CO;Sim
PR;Guaíra;E S L KOSLYK CO;Sim
PR;Doutor Ulysses;MG - DOMINALOG;Não
PR;Jaguariaíva;MG - DOMINALOG;Não
PR;Piraquara;LOGME - TRANSPO;Sim
PR;Enéas Marques;MG - DOMINALOG;Não
PR;Engenheiro Beltrão;MG - DOMINALOG;Não
PR;Entre Rios do Oeste;MG - DOMINALOG;Não
PR;Esperança Nova;MG - DOMINALOG;Não
PR;Espigão Alto do Iguaçu;MG - DOMINALOG;Não
PR;Farol;MG - DOMINALOG;Não
PR;Faxinal;E S L KOSLYK CO;Sim
PR;Fazenda Rio Grande;LOGME - TRANSPO;Sim
PR;Munhoz de Melo;MG - DOMINALOG;Não
PR;Figueira;E S L KOSLYK CO;Sim
PR;Serranópolis do Iguaçu;MG - DOMINALOG;Não
PR;Flor da Serra do Sul;MG - DOMINALOG;Não
PR;Floraí;E S L KOSLYK CO;Sim
PR;Floresta;E S L KOSLYK CO;Sim
PR;Florestópolis;E S L KOSLYK CO;Sim
PR;Flórida;MG - DOMINALOG;Não
PR;Paranacity;MG - DOMINALOG;Não
PR;Formosa do Oeste;MG - DOMINALOG;Não
PR;Foz do Jordão;MG - DOMINALOG;Não
PR;Francisco Alves;MG - DOMINALOG;Não
PR;Palmas;MG - DOMINALOG;Não
PR;Salto do Lontra;MG - DOMINALOG;Não
PR;Nova Cantu;MG - DOMINALOG;Não
PR;Godoy Moreira;E S L KOSLYK CO;Sim
PR;Goioerê;E S L KOSLYK CO;Sim
PR;Goioxim;MG - DOMINALOG;Não
PR;Grandes Rios;MG - DOMINALOG;Não
PR;Guairaçá;MG - DOMINALOG;Não
PR;Guamiranga;MG - DOMINALOG;Não
PR;Guapirama;MG - DOMINALOG;Não
PR;Guaporema;MG - DOMINALOG;Não
PR;Nova Laranjeiras;MG - DOMINALOG;Não
PR;Guaratuba;MG - DOMINALOG;Não
PR;Teixeira Soares;MG - DOMINALOG;Não
PR;Ivaté;E S L KOSLYK CO;Sim
PR;Honório Serpa;MG - DOMINALOG;Não
PR;Ibema;MG - DOMINALOG;Não
PR;Primeiro de Maio;E S L KOSLYK CO;Sim
PR;Ibiporã;ARAPON-BULKY;Não
PR;Icaraíma;E S L KOSLYK CO;Sim
PR;Querência do Norte;MG - DOMINALOG;Não
PR;Iguaraçu;E S L KOSLYK CO;Sim
PR;Iguatu;MG - DOMINALOG;Não
PR;Marechal Cândido Rondon;MG - DOMINALOG;Não
PR;Imbaú;E S L KOSLYK CO;Sim
PR;Inácio Martins;E S L KOSLYK CO;Sim
PR;Inajá;MG - DOMINALOG;Não
PR;Indianópolis;MG - DOMINALOG;Não
PR;Ipiranga;E S L KOSLYK CO;Sim
PR;Iporã;MG - DOMINALOG;Não
PR;Iracema do Oeste;E S L KOSLYK CO;Sim
PR;Quinta do Sol;MG - DOMINALOG;Não
PR;Iretama;MG - DOMINALOG;Não
PR;Itaguajé;MG - DOMINALOG;Não
PR;Itaipulândia;MG - DOMINALOG;Não
PR;Itambaracá;MG - DOMINALOG;Não
PR;Itambé;E S L KOSLYK CO;Sim
PR;Itaperuçu;MG - DOMINALOG;Não
PR;Itaúna do Sul;MG - DOMINALOG;Não
PR;Ivatuba;E S L KOSLYK CO;Sim
PR;Jaboti;E S L KOSLYK CO;Sim
PR;Jacarezinho;E S L KOSLYK CO;Sim
PR;Prudentópolis;E S L KOSLYK CO;Sim
PR;Jaguapitã;E S L KOSLYK CO;Sim
PR;Jaguapitã;E S L KOSLYK CO;Sim
PR;Jandaia do Sul;E S L KOSLYK CO;Sim
PR;Japira;E S L KOSLYK CO;Sim
PR;Japurá;MG - DOMINALOG;Não
PR;Jardim Alegre;MG - DOMINALOG;Não
PR;Jardim Olinda;MG - DOMINALOG;Não
PR;Leópolis;MG - DOMINALOG;Não
PR;Joaquim Távora;MG - DOMINALOG;Não
PR;Reserva;E S L KOSLYK CO;Sim
PR;Kaloré;MG - DOMINALOG;Não
PR;Jundiaí do Sul;E S L KOSLYK CO;Sim
PR;Juranda;MG - DOMINALOG;Não
PR;Jussara;MG - DOMINALOG;Não
PR;Sapopema;E S L KOSLYK CO;Sim
PR;Laranjal;MG - DOMINALOG;Não
PR;Pinhalão;MG - DOMINALOG;Não
PR;Lidianópolis;E S L KOSLYK CO;Sim
PR;Lindoeste;MG - DOMINALOG;Não
PR;Loanda;E S L KOSLYK CO;Sim
PR;Lobato;E S L KOSLYK CO;Sim
PR;São João do Ivaí;MG - DOMINALOG;Não
PR;Luiziana;MG - DOMINALOG;Não
PR;Lunardelli;E S L KOSLYK CO;Sim
PR;Lupionópolis;MG - DOMINALOG;Não
PR;Terra Boa;E S L KOSLYK CO;Sim
PR;Mamborê;MG - DOMINALOG;Não
PR;Mandaguaçu;SAFARI MONTAGEM;Sim
PR;Mandaguari;E S L KOSLYK CO;Sim
PR;Manfrinópolis;MG - DOMINALOG;Não
PR;Nova Aurora;E S L KOSLYK CO;Sim
PR;Realeza;MG - DOMINALOG;Não
PR;Santo Antônio do Sudoeste;MG - DOMINALOG;Não
PR;Marilândia do Sul;E S L KOSLYK CO;Sim
PR;Marilena;E S L KOSLYK CO;Sim
PR;Mariluz;MG - DOMINALOG;Não
PR;Siqueira Campos;E S L KOSLYK CO;Sim
PR;Mariópolis;MG - DOMINALOG;Não
PR;Maripá;MG - DOMINALOG;Não
PR;São Pedro do Ivaí;E S L KOSLYK CO;Sim
PR;Marmeleiro;MG - DOMINALOG;Não
PR;Tunas do Paraná;MG - DOMINALOG;Não
PR;Marquinho;MG - DOMINALOG;Não
PR;Marumbi;E S L KOSLYK CO;Sim
PR;Matelândia;E S L KOSLYK CO;Sim
PR;Matinhos;LOGME - TRANSPO;Sim
PR;Mauá da Serra;MG - DOMINALOG;Não
PR;Medianeira;MG - DOMINALOG;Não
PR;Nossa Senhora das Graças;MG - DOMINALOG;Não
PR;Mercedes;MG - DOMINALOG;Não
PR;Mirador;E S L KOSLYK CO;Sim
PR;Miraselva;MG - DOMINALOG;Não
PR;Missal;MG - DOMINALOG;Não
PR;Moreira Sales;MG - DOMINALOG;Não
PR;Morretes;LOGME - TRANSPO;Sim
PR;Rolândia;E S L KOSLYK CO;Sim
PR;Nova Aliança do Ivaí;E S L KOSLYK CO;Sim
PR;Nova América da Colina;MG - DOMINALOG;Não
PR;Nova Esperança do Sudoeste;MG - DOMINALOG;Não
PR;Nova Fátima;MG - DOMINALOG;Não
PR;Nova Olímpia;MG - DOMINALOG;Não
PR;Nova Prata do Iguaçu;MG - DOMINALOG;Não
PR;Pinhal de São Bento;MG - DOMINALOG;Não
PR;Nova Santa Bárbara;MG - DOMINALOG;Não
PR;Nova Tebas;MG - DOMINALOG;Não
PR;Novo Itacolomi;MG - DOMINALOG;Não
PR;Ourizona;MG - DOMINALOG;Não
PR;Ouro Verde do Oeste;MG - DOMINALOG;Não
PR;Palmeira;MG - DOMINALOG;Não
PR;São João do Triunfo;MG - DOMINALOG;Não
PR;Palmital;MG - DOMINALOG;Não
PR;Palotina;MG - DOMINALOG;Não
PR;Santa Mariana;MG - DOMINALOG;Não
PR;Paraíso do Norte;MG - DOMINALOG;Não
PR;Sertaneja;MG - DOMINALOG;Não
PR;Paranapoema;E S L KOSLYK CO;Sim
PR;Pato Bragado;MG - DOMINALOG;Não
PR;Paula Freitas;MG - DOMINALOG;Não
PR;Paulo Frontin;MG - DOMINALOG;Não
PR;Peabiru;MG - DOMINALOG;Não
PR;Reserva do Iguaçu;MG - DOMINALOG;Não
PR;Perobal;MG - DOMINALOG;Não
PR;Pérola;E S L KOSLYK CO;Sim
PR;Piên;MG - DOMINALOG;Não
PR;Pinhais;LOGME - TRANSPO;Sim
PR;Piraí do Sul;MG - DOMINALOG;Não
PR;Pitanga;E S L KOSLYK CO;Sim
PR;Pitangueiras;E S L KOSLYK CO;Sim
PR;Pontal do Paraná;MG - DOMINALOG;Não
PR;Porecatu;E S L KOSLYK CO;Sim
PR;Porto Amazonas;MG - DOMINALOG;Não
PR;Porto Barreiro;MG - DOMINALOG;Não
PR;Porto Rico;E S L KOSLYK CO;Sim
PR;São Carlos do Ivaí;E S L KOSLYK CO;Sim
PR;São Pedro do Paraná;MG - DOMINALOG;Não
PR;Porto Vitória;MG - DOMINALOG;Não
PR;Prado Ferreira;E S L KOSLYK CO;Sim
PR;Presidente Castelo Branco;MG - DOMINALOG;Não
PR;Verê;MG - DOMINALOG;Não
PR;Quatiguá;E S L KOSLYK CO;Sim
PR;Quatro Pontes;MG - DOMINALOG;Não
PR;Quedas do Iguaçu;MG - DOMINALOG;Não
PR;Ramilândia;MG - DOMINALOG;Não
PR;Rancho Alegre;MG - DOMINALOG;Não
PR;Rancho Alegre D'Oeste;MG - DOMINALOG;Não
PR;Rebouças;MG - DOMINALOG;Não
PR;Sengés;MG - DOMINALOG;Não
PR;Ribeirão do Pinhal;E S L KOSLYK CO;Sim
PR;Rio Azul;E S L KOSLYK CO;Sim
PR;Rio Bom;MG - DOMINALOG;Não
PR;Rio Bonito do Iguaçu;MG - DOMINALOG;Não
PR;Rio Branco do Ivaí;MG - DOMINALOG;Não
PR;Rio Negro;MG - DOMINALOG;Não
PR;Rosário do Ivaí;E S L KOSLYK CO;Sim
PR;Salgado Filho;MG - DOMINALOG;Não
PR;Salto do Itararé;MG - DOMINALOG;Não
PR;Santa Amélia;E S L KOSLYK CO;Sim
PR;Santa Cecília do Pavão;E S L KOSLYK CO;Sim
PR;Santa Cruz de Monte Castelo;MG - DOMINALOG;Não
PR;Santa Fé;MG - DOMINALOG;Não
PR;Santa Helena;MG - DOMINALOG;Não
PR;Santa Inês;MG - DOMINALOG;Não
PR;Santa Isabel do Ivaí;MG - DOMINALOG;Não
PR;Santa Lúcia;MG - DOMINALOG;Não
PR;Santa Maria do Oeste;MG - DOMINALOG;Não
PR;Santa Mônica;E S L KOSLYK CO;Sim
PR;Terra Roxa;E S L KOSLYK CO;Sim
PR;Santa Tereza do Oeste;E S L KOSLYK CO;Sim
PR;Santa Terezinha de Itaipu;MG - DOMINALOG;Não
PR;Santana do Itararé;MG - DOMINALOG;Não
PR;Santo Antônio do Caiuá;E S L KOSLYK CO;Sim
PR;Santo Antônio do Paraíso;MG - DOMINALOG;Não
PR;Santo Inácio;MG - DOMINALOG;Não
PR;União da Vitória;MG - DOMINALOG;Não
PR;São Jerônimo da Serra;MG - DOMINALOG;Não
PR;São João do Caiuá;MG - DOMINALOG;Não
PR;São Jorge do Patrocínio;E S L KOSLYK CO;Sim
PR;São José da Boa Vista;MG - DOMINALOG;Não
PR;São José das Palmeiras;MG - DOMINALOG;Não
PR;São Manoel do Paraná;MG - DOMINALOG;Não
PR;São Pedro do Iguaçu;MG - DOMINALOG;Não
PR;São Sebastião da Amoreira;MG - DOMINALOG;Não
PR;São Tomé;MG - DOMINALOG;Não
PR;Tomazina;MG - DOMINALOG;Não
PR;Sarandi;E S L KOSLYK CO;Sim
PR;Saudade do Iguaçu;MG - DOMINALOG;Não
PR;Sertanópolis;E S L KOSLYK CO;Sim
PR;Sulina;MG - DOMINALOG;Não
PR;Tamarana;E S L KOSLYK CO;Sim
PR;Tamboara;MG - DOMINALOG;Não
PR;Tapira;MG - DOMINALOG;Não
PR;Tijucas do Sul;MG - DOMINALOG;Não
PR;Três Barras do Paraná;MG - DOMINALOG;Não
PR;Tupãssi;MG - DOMINALOG;Não
PR;Turvo;MG - DOMINALOG;Não
PR;Ubiratã;MG - DOMINALOG;Não
PR;Uniflor;E S L KOSLYK CO;Sim
PR;Ventania;MG - DOMINALOG;Não
PR;Vera Cruz do Oeste;MG - DOMINALOG;Não
PR;Alto Paraíso;MG - DOMINALOG;Não
PR;Virmond;MG - DOMINALOG;Não
PR;Vitorino;MG - DOMINALOG;Não
PR;Wenceslau Braz;MG - DOMINALOG;Não
PR;Xambrê;MG - DOMINALOG;Não
PE;Abreu e Lima;OUTLET D TUDO;Sim
PE;Afogados da Ingazeira;MG - DOMINALOG;Não
PE;Afrânio;MG - DOMINALOG;Não
PE;Agrestina;MG - DOMINALOG;Não
PE;Belo Jardim;MG - DOMINALOG;Não
PE;Água Preta;MG - DOMINALOG;Não
PE;Águas Belas;MG - DOMINALOG;Não
PE;Floresta;MG - DOMINALOG;Não
PE;Alagoinha;MG - DOMINALOG;Não
PE;Sertânia;MG - DOMINALOG;Não
PE;Aliança;MG - DOMINALOG;Não
PE;Altinho;MG - DOMINALOG;Não
PE;Amaraji;MG - DOMINALOG;Não
PE;Cumaru;MG - DOMINALOG;Não
PE;Angelim;MG - DOMINALOG;Não
PE;Glória do Goitá;MG - DOMINALOG;Não
PE;Araçoiaba;MG - DOMINALOG;Não
PE;Araripina;MG - DOMINALOG;Não
PE;Arcoverde;MG - DOMINALOG;Não
PE;Ribeirão;MG - DOMINALOG;Não
PE;Brejo da Madre de Deus;MG - DOMINALOG;Não
PE;Barra de Guabiraba;MG - DOMINALOG;Não
PE;Ouricuri;MG - DOMINALOG;Não
PE;Bom Conselho;MG - DOMINALOG;Não
PE;São Joaquim do Monte;MG - DOMINALOG;Não
PE;Sirinhaém;MG - DOMINALOG;Não
PE;Barreiros;MG - DOMINALOG;Não
PE;Belém de Maria;MG - DOMINALOG;Não
PE;Belém do São Francisco;MG - DOMINALOG;Não
PE;Passira;MG - DOMINALOG;Não
PE;Bonito;MG - DOMINALOG;Não
PE;Serra Talhada;MG - DOMINALOG;Não
PE;Betânia;MG - DOMINALOG;Não
PE;Bezerros;MG - DOMINALOG;Não
PE;Bom Jardim;MG - DOMINALOG;Não
PE;Bodocó;MG - DOMINALOG;Não
PE;São José do Belmonte;MG - DOMINALOG;Não
PE;São José do Egito;MG - DOMINALOG;Não
PE;Brejão;MG - DOMINALOG;Não
PE;Brejinho;MG - DOMINALOG;Não
PE;Buenos Aires;MG - DOMINALOG;Não
PE;Buíque;MG - DOMINALOG;Não
PE;Cachoeirinha;MG - DOMINALOG;Não
PE;Cabo de Santo Agostinho;OUTLET D TUDO;Sim
PE;Cabrobó;MG - DOMINALOG;Não
PE;Caetés;MG - DOMINALOG;Não
PE;Calçado;MG - DOMINALOG;Não
PE;Calumbi;MG - DOMINALOG;Não
PE;Camaragibe;OUTLET D TUDO;Sim
PE;Ipojuca;MG - DOMINALOG;Não
PE;Camocim de São Félix;MG - DOMINALOG;Não
PE;Camutanga;MG - DOMINALOG;Não
PE;Triunfo;MG - DOMINALOG;Não
PE;Canhotinho;MG - DOMINALOG;Não
PE;Capoeiras;MG - DOMINALOG;Não
PE;Santa Maria da Boa Vista;MG - DOMINALOG;Não
PE;Tacaratu;MG - DOMINALOG;Não
PE;Caruaru;MG - DOMINALOG;Não
PE;Itambé;MG - DOMINALOG;Não
PE;Moreilândia;MG - DOMINALOG;Não
PE;Carnaíba;MG - DOMINALOG;Não
PE;Carnaubeira da Penha;MG - DOMINALOG;Não
PE;Carpina;OUTLET D TUDO;Sim
PE;Casinhas;MG - DOMINALOG;Não
PE;Catende;MG - DOMINALOG;Não
PE;Cedro;MG - DOMINALOG;Não
PE;Chã de Alegria;MG - DOMINALOG;Não
PE;Orobó;MG - DOMINALOG;Não
PE;Chã Grande;MG - DOMINALOG;Não
PE;Pesqueira;MG - DOMINALOG;Não
PE;Rio Formoso;MG - DOMINALOG;Não
PE;Salgueiro;MG - DOMINALOG;Não
PE;Condado;MG - DOMINALOG;Não
PE;Correntes;MG - DOMINALOG;Não
PE;Cortês;MG - DOMINALOG;Não
PE;Riacho das Almas;MG - DOMINALOG;Não
PE;Petrolina;MG - DOMINALOG;Não
PE;Timbaúba;MG - DOMINALOG;Não
PE;Panelas;MG - DOMINALOG;Não
PE;Gameleira;MG - DOMINALOG;Não
PE;Cupira;MG - DOMINALOG;Não
PE;Custódia;MG - DOMINALOG;Não
PE;Pombos;MG - DOMINALOG;Não
PE;Dormentes;MG - DOMINALOG;Não
PE;Lagoa dos Gatos;MG - DOMINALOG;Não
PE;Escada;MG - DOMINALOG;Não
PE;São Bento do Una;MG - DOMINALOG;Não
PE;Exu;MG - DOMINALOG;Não
PE;Feira Nova;MG - DOMINALOG;Não
PE;Fernando de Noronha;MG - DOMINALOG;Não
PE;Ferreiros;MG - DOMINALOG;Não
PE;Flores;MG - DOMINALOG;Não
PE;Frei Miguelinho;MG - DOMINALOG;Não
PE;Garanhuns;MG - DOMINALOG;Não
PE;Goiana;MG - DOMINALOG;Não
PE;Granito;MG - DOMINALOG;Não
PE;Gravatá;MG - DOMINALOG;Não
PE;Taquaritinga do Norte;MG - DOMINALOG;Não
PE;Venturosa;MG - DOMINALOG;Não
PE;Saloá;MG - DOMINALOG;Não
PE;Iati;MG - DOMINALOG;Não
PE;Ibimirim;MG - DOMINALOG;Não
PE;Ibirajuba;MG - DOMINALOG;Não
PE;Parnamirim;MG - DOMINALOG;Não
PE;Lagoa do Ouro;MG - DOMINALOG;Não
PE;São Benedito do Sul;MG - DOMINALOG;Não
PE;Igarassu;MG - DOMINALOG;Não
PE;Iguaracy;MG - DOMINALOG;Não
PE;Inajá;MG - DOMINALOG;Não
PE;Ingazeira;MG - DOMINALOG;Não
PE;Ipubi;MG - DOMINALOG;Não
PE;Serrita;MG - DOMINALOG;Não
PE;Itacuruba;MG - DOMINALOG;Não
PE;Itaíba;MG - DOMINALOG;Não
PE;Ilha de Itamaracá;MG - DOMINALOG;Não
PE;Itapetim;MG - DOMINALOG;Não
PE;Itapissuma;OUTLET D TUDO;Sim
PE;Itaquitinga;MG - DOMINALOG;Não
PE;Jaboatão dos Guararapes;OUTLET D TUDO;Sim
PE;Pedra;MG - DOMINALOG;Não
PE;Jaqueira;MG - DOMINALOG;Não
PE;Jataúba;MG - DOMINALOG;Não
PE;Jatobá;MG - DOMINALOG;Não
PE;Sanharó;MG - DOMINALOG;Não
PE;João Alfredo;MG - DOMINALOG;Não
PE;Joaquim Nabuco;MG - DOMINALOG;Não
PE;Jucati;MG - DOMINALOG;Não
PE;Jupi;MG - DOMINALOG;Não
PE;Jurema;MG - DOMINALOG;Não
PE;Lagoa do Carro;MG - DOMINALOG;Não
PE;Lagoa do Itaenga;MG - DOMINALOG;Não
PE;Lagoa Grande;MG - DOMINALOG;Não
PE;Lajedo;MG - DOMINALOG;Não
PE;Limoeiro;OUTLET D TUDO;Sim
PE;Macaparana;MG - DOMINALOG;Não
PE;Machados;MG - DOMINALOG;Não
PE;Manari;MG - DOMINALOG;Não
PE;São Caitano;MG - DOMINALOG;Não
PE;Maraial;MG - DOMINALOG;Não
PE;Mirandiba;MG - DOMINALOG;Não
PE;Moreno;OUTLET D TUDO;Sim
PE;Vicência;MG - DOMINALOG;Não
PE;Nazaré da Mata;MG - DOMINALOG;Não
PE;São Lourenço da Mata;MG - DOMINALOG;Não
PE;Olinda;OUTLET D TUDO;Sim
PE;Orocó;MG - DOMINALOG;Não
PE;Palmares;MG - DOMINALOG;Não
PE;Palmeirina;MG - DOMINALOG;Não
PE;Poção;MG - DOMINALOG;Não
PE;Santa Cruz do Capibaribe;MG - DOMINALOG;Não
PE;Paranatama;MG - DOMINALOG;Não
PE;Quipapá;MG - DOMINALOG;Não
PE;Paudalho;OUTLET D TUDO;Sim
PE;Paulista;OUTLET D TUDO;Sim
PE;Petrolândia;MG - DOMINALOG;Não
PE;Vitória de Santo Antão;MG - DOMINALOG;Não
PE;Primavera;MG - DOMINALOG;Não
PE;Quixabá;MG - DOMINALOG;Não
PE;Recife;OUTLET D TUDO;Sim
PE;Tacaimbó;MG - DOMINALOG;Não
PE;Sairé;MG - DOMINALOG;Não
PE;Salgadinho;MG - DOMINALOG;Não
PE;Santa Cruz;MG - DOMINALOG;Não
PE;Santa Cruz da Baixa Verde;MG - DOMINALOG;Não
PE;Santa Filomena;MG - DOMINALOG;Não
PE;Santa Maria do Cambucá;MG - DOMINALOG;Não
PE;Tuparetama;MG - DOMINALOG;Não
PE;Santa Terezinha;MG - DOMINALOG;Não
PE;São João;MG - DOMINALOG;Não
PE;São José da Coroa Grande;MG - DOMINALOG;Não
PE;São Vicente Ferrer;MG - DOMINALOG;Não
PE;Solidão;MG - DOMINALOG;Não
PE;Surubim;MG - DOMINALOG;Não
PE;Tabira;MG - DOMINALOG;Não
PE;Tamandaré;MG - DOMINALOG;Não
PE;Terezinha;MG - DOMINALOG;Não
PE;Terra Nova;MG - DOMINALOG;Não
PE;Toritama;MG - DOMINALOG;Não
PE;Tracunhaém;MG - DOMINALOG;Não
PE;Trindade;MG - DOMINALOG;Não
PE;Tupanatinga;MG - DOMINALOG;Não
PE;Verdejante;MG - DOMINALOG;Não
PE;Vertente do Lério;MG - DOMINALOG;Não
PE;Vertentes;MG - DOMINALOG;Não
PE;Xexéu;MG - DOMINALOG;Não
PI;Acauã;MG - DOMINALOG;Não
PI;Agricolândia;MG - DOMINALOG;Não
PI;Água Branca;MG - DOMINALOG;Não
PI;Alagoinha do Piauí;MG - DOMINALOG;Não
PI;Alegrete do Piauí;MG - DOMINALOG;Não
PI;Alto Longá;MG - DOMINALOG;Não
PI;Altos;MG - DOMINALOG;Não
PI;Alvorada do Gurguéia;MG - DOMINALOG;Não
PI;Amarante;MG - DOMINALOG;Não
PI;Angical do Piauí;MG - DOMINALOG;Não
PI;Anísio de Abreu;MG - DOMINALOG;Não
PI;Antônio Almeida;MG - DOMINALOG;Não
PI;Aroazes;MG - DOMINALOG;Não
PI;Arraial;MG - DOMINALOG;Não
PI;Assunção do Piauí;MG - DOMINALOG;Não
PI;Avelino Lopes;MG - DOMINALOG;Não
PI;Baixa Grande do Ribeiro;MG - DOMINALOG;Não
PI;Barra D'Alcântara;MG - DOMINALOG;Não
PI;Barras;MG - DOMINALOG;Não
PI;Barreiras do Piauí;MG - DOMINALOG;Não
PI;Barro Duro;MG - DOMINALOG;Não
PI;Batalha;MG - DOMINALOG;Não
PI;Bela Vista do Piauí;MG - DOMINALOG;Não
PI;Belém do Piauí;MG - DOMINALOG;Não
PI;Beneditinos;MG - DOMINALOG;Não
PI;Bertolínia;MG - DOMINALOG;Não
PI;Betânia do Piauí;MG - DOMINALOG;Não
PI;Boa Hora;MG - DOMINALOG;Não
PI;Bocaina;MG - DOMINALOG;Não
PI;Bom Jesus;MG - DOMINALOG;Não
PI;Bom Princípio do Piauí;MG - DOMINALOG;Não
PI;Bonfim do Piauí;MG - DOMINALOG;Não
PI;Boqueirão do Piauí;MG - DOMINALOG;Não
PI;Brasileira;MG - DOMINALOG;Não
PI;Brejo do Piauí;MG - DOMINALOG;Não
PI;Buriti dos Lopes;MG - DOMINALOG;Não
PI;Buriti dos Montes;MG - DOMINALOG;Não
PI;Cabeceiras do Piauí;MG - DOMINALOG;Não
PI;Cajazeiras do Piauí;MG - DOMINALOG;Não
PI;Cajueiro da Praia;MG - DOMINALOG;Não
PI;Caldeirão Grande do Piauí;MG - DOMINALOG;Não
PI;Campinas do Piauí;MG - DOMINALOG;Não
PI;Campo Alegre do Fidalgo;MG - DOMINALOG;Não
PI;Campo Grande do Piauí;MG - DOMINALOG;Não
PI;Campo Largo do Piauí;MG - DOMINALOG;Não
PI;Campo Maior;MG - DOMINALOG;Não
PI;Canavieira;MG - DOMINALOG;Não
PI;Canto do Buriti;MG - DOMINALOG;Não
PI;Capitão de Campos;MG - DOMINALOG;Não
PI;Capitão Gervásio Oliveira;MG - DOMINALOG;Não
PI;Caracol;MG - DOMINALOG;Não
PI;Caraúbas do Piauí;MG - DOMINALOG;Não
PI;Caridade do Piauí;MG - DOMINALOG;Não
PI;Castelo do Piauí;MG - DOMINALOG;Não
PI;Caxingó;MG - DOMINALOG;Não
PI;Cocal;MG - DOMINALOG;Não
PI;Cocal de Telha;MG - DOMINALOG;Não
PI;Cocal dos Alves;MG - DOMINALOG;Não
PI;Coivaras;MG - DOMINALOG;Não
PI;Colônia do Gurguéia;MG - DOMINALOG;Não
PI;Colônia do Piauí;MG - DOMINALOG;Não
PI;Conceição do Canindé;MG - DOMINALOG;Não
PI;Coronel José Dias;MG - DOMINALOG;Não
PI;Corrente;MG - DOMINALOG;Não
PI;Cristalândia do Piauí;MG - DOMINALOG;Não
PI;Cristino Castro;MG - DOMINALOG;Não
PI;Curimatá;MG - DOMINALOG;Não
PI;Currais;MG - DOMINALOG;Não
PI;Curral Novo do Piauí;MG - DOMINALOG;Não
PI;Curralinhos;MG - DOMINALOG;Não
PI;Demerval Lobão;MG - DOMINALOG;Não
PI;Dirceu Arcoverde;MG - DOMINALOG;Não
PI;Dom Expedito Lopes;MG - DOMINALOG;Não
PI;Dom Inocêncio;MG - DOMINALOG;Não
PI;Domingos Mourão;MG - DOMINALOG;Não
PI;Elesbão Veloso;MG - DOMINALOG;Não
PI;Eliseu Martins;MG - DOMINALOG;Não
PI;Esperantina;MG - DOMINALOG;Não
PI;Fartura do Piauí;MG - DOMINALOG;Não
PI;Flores do Piauí;MG - DOMINALOG;Não
PI;Floresta do Piauí;MG - DOMINALOG;Não
PI;Floriano;MG - DOMINALOG;Não
PI;Francinópolis;MG - DOMINALOG;Não
PI;Francisco Ayres;MG - DOMINALOG;Não
PI;Francisco Macedo;MG - DOMINALOG;Não
PI;Francisco Santos;MG - DOMINALOG;Não
PI;Fronteiras;MG - DOMINALOG;Não
PI;Geminiano;MG - DOMINALOG;Não
PI;Gilbués;MG - DOMINALOG;Não
PI;Guadalupe;MG - DOMINALOG;Não
PI;Guaribas;MG - DOMINALOG;Não
PI;Hugo Napoleão;MG - DOMINALOG;Não
PI;Ilha Grande;MG - DOMINALOG;Não
PI;Inhuma;MG - DOMINALOG;Não
PI;Ipiranga do Piauí;MG - DOMINALOG;Não
PI;Isaías Coelho;MG - DOMINALOG;Não
PI;Itainópolis;MG - DOMINALOG;Não
PI;Itaueira;MG - DOMINALOG;Não
PI;Jacobina do Piauí;MG - DOMINALOG;Não
PI;Jaicós;MG - DOMINALOG;Não
PI;Jardim do Mulato;MG - DOMINALOG;Não
PI;Jatobá do Piauí;MG - DOMINALOG;Não
PI;Jerumenha;MG - DOMINALOG;Não
PI;João Costa;MG - DOMINALOG;Não
PI;Joaquim Pires;MG - DOMINALOG;Não
PI;Joca Marques;MG - DOMINALOG;Não
PI;José de Freitas;MG - DOMINALOG;Não
PI;Juazeiro do Piauí;MG - DOMINALOG;Não
PI;Júlio Borges;MG - DOMINALOG;Não
PI;Jurema;MG - DOMINALOG;Não
PI;Lagoa Alegre;MG - DOMINALOG;Não
